Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684490888.7993166	0	24	0.03
1684490889.460495	1	602	0.74
1684490890.1382408	1	678	0.83
1684490890.8055577	1	770	0.95
1684490891.4570394	1	852	1.05
1684490892.1527069	0	940	1.16
1684490892.8051612	1	1078	1.33
1684490893.4503763	1	1168	1.44
1684490894.0846453	2	1300	1.6
1684490894.7429333	6	1386	1.71
1684490895.4368436	17	1898	2.34
1684490896.0913875	53	1942	2.39
1684490896.7333682	52	1942	2.39
1684490897.369104	53	1942	2.39
1684490898.007327	54	1942	2.39
1684490898.645995	55	1942	2.39
1684490899.294326	59	1942	2.39
1684490899.9331748	58	1942	2.39
1684490900.588578	50	1942	2.39
1684490901.2455337	50	1942	2.39
1684490901.8868866	51	1942	2.39
1684490902.5292258	52	1942	2.39
1684490903.1686795	53	1942	2.39
1684490903.8072085	53	1942	2.39
1684490904.4441853	53	1942	2.39
1684490905.1025817	51	1942	2.39
1684490905.740655	50	1942	2.39
1684490906.3806682	51	1942	2.39
1684490907.01822	51	1942	2.39
1684490907.6592236	49	1942	2.39
1684490908.3113458	52	1942	2.39
1684490908.9478996	53	1942	2.39
1684490909.5879803	50	1942	2.39
1684490910.2248578	51	1942	2.39
1684490910.861128	24	1942	2.39
1684490911.496615	16	1942	2.39
1684490912.130714	9	1942	2.39
1684490912.782058	8	1942	2.39
