Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1685678482.5635867	0	3	0.0
1685678483.2033365	3	646	0.8
1685678483.848101	3	904	1.11
1685678484.5055628	8	1290	1.59
1685678485.1613462	3	1482	1.82
1685678485.81408	56	2440	3.0
1685678486.4824033	54	2440	3.0
1685678487.1464002	54	2440	3.0
1685678487.801022	45	2440	3.0
1685678488.4681582	56	2440	3.0
1685678489.1133468	56	2440	3.0
1685678489.7967722	49	2440	3.0
1685678490.444059	56	2440	3.0
1685678491.1237366	56	2440	3.0
1685678491.7976792	56	2440	3.0
1685678492.4666674	56	2440	3.0
1685678493.1581254	54	2440	3.0
1685678493.97806	55	2440	3.0
1685678494.6587195	56	2440	3.0
1685678495.3494837	56	2440	3.0
1685678496.1996956	56	2440	3.0
1685678496.8853185	55	2440	3.0
1685678497.5430593	56	2440	3.0
1685678498.2073162	56	2440	3.0
1685678498.8824027	56	2440	3.0
1685678499.557164	56	2440	3.0
1685678500.2050161	56	2440	3.0
1685678500.8609073	54	2440	3.0
1685678501.526964	56	2440	3.0
1685678502.1898575	55	2440	3.0
1685678502.9215093	56	2440	3.0
1685678503.5747242	56	2440	3.0
1685678504.2296684	56	2440	3.0
1685678504.879627	56	2440	3.0
1685678505.5384176	56	2440	3.0
1685678506.195757	39	2440	3.0
1685678506.8474216	0	2440	3.0
1685678507.4786708	0	2440	3.0
