Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684480163.8228743	0	3	0.0
1684480164.4722173	4	750	0.92
1684480165.1036603	4	970	1.19
1684480165.7355394	4	1326	1.63
1684480166.3726351	41	1998	2.46
1684480167.006037	41	1998	2.46
1684480167.6365194	37	1998	2.46
1684480168.267105	49	1998	2.46
1684480168.9000487	29	1998	2.46
1684480169.5332608	44	1998	2.46
1684480170.1711302	35	1998	2.46
1684480170.7999873	46	1998	2.46
1684480171.4307933	34	1998	2.46
1684480172.0697691	43	1998	2.46
1684480172.706077	33	1998	2.46
1684480173.3417544	34	1998	2.46
1684480173.9758575	49	1998	2.46
1684480174.627728	49	1998	2.46
1684480175.2605515	35	1998	2.46
1684480175.9266644	48	1998	2.46
1684480176.590527	34	1998	2.46
1684480177.2430449	50	1998	2.46
1684480177.8773243	35	1998	2.46
1684480178.5071542	42	1998	2.46
1684480179.1752021	41	1998	2.46
1684480179.8122332	30	1998	2.46
1684480180.4864204	33	1998	2.46
1684480181.1197195	34	1998	2.46
1684480181.753924	42	1998	2.46
1684480182.4131646	37	1998	2.46
1684480183.0573907	27	1998	2.46
1684480183.690946	33	1998	2.46
1684480184.3211038	47	1998	2.46
1684480184.9526498	46	1998	2.46
1684480185.5911944	34	1998	2.46
1684480186.226111	49	1998	2.46
1684480186.8634088	31	1998	2.46
1684480187.5146654	49	1998	2.46
1684480188.1640313	49	1998	2.46
1684480188.796744	39	1998	2.46
1684480189.4284446	35	1998	2.46
1684480190.0615084	48	1998	2.46
1684480190.6958673	33	1998	2.46
1684480191.3302581	48	1998	2.46
1684480191.961885	48	1998	2.46
1684480192.5952172	28	1998	2.46
1684480193.2310824	41	1998	2.46
1684480193.8671541	48	1998	2.46
1684480194.5003934	34	1998	2.46
1684480195.136223	49	1998	2.46
1684480195.7877412	48	1998	2.46
1684480196.4165065	34	1998	2.46
1684480197.0501134	50	1998	2.46
1684480197.6829367	34	1998	2.46
1684480198.3174286	49	1998	2.46
1684480198.9533148	37	1998	2.46
1684480199.5874224	41	1998	2.46
1684480200.220566	41	1998	2.46
1684480200.8558893	92	2866	3.53
1684480201.491959	76	2866	3.53
1684480202.124124	49	2866	3.53
1684480202.7614322	35	2866	3.53
1684480203.3954377	51	2866	3.53
1684480204.0307684	35	2866	3.53
1684480204.6623716	37	2866	3.53
1684480205.2952642	36	2866	3.53
1684480205.928396	48	2866	3.53
1684480206.5631168	32	2866	3.53
1684480207.1991584	49	2866	3.53
1684480207.8339355	35	2866	3.53
1684480208.4663167	42	2866	3.53
1684480209.1017296	35	2866	3.53
1684480209.7347977	51	2866	3.53
1684480210.368899	33	2866	3.53
1684480211.0019763	50	2866	3.53
1684480211.6402266	34	2866	3.53
1684480212.274688	49	2866	3.53
1684480212.9085853	34	2866	3.53
1684480213.5387418	34	2866	3.53
1684480214.1784735	51	2866	3.53
1684480214.8092453	36	2866	3.53
1684480215.4400504	35	2866	3.53
1684480216.0745046	47	2866	3.53
1684480216.7065415	34	2866	3.53
1684480217.3407094	49	2866	3.53
1684480217.9686332	48	2866	3.53
1684480218.601752	35	2866	3.53
1684480219.2322278	49	2866	3.53
1684480219.8618386	34	2866	3.53
1684480220.4934177	51	2866	3.53
1684480221.1239545	35	2866	3.53
