Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1685678512.0869422	0	3	0.0
1685678512.7399435	2	590	0.73
1685678513.3718898	3	854	1.05
1685678514.019393	1	1042	1.28
1685678514.9655857	0	1042	1.28
1685678515.873129	0	1042	1.28
1685678516.7622185	0	1042	1.28
1685678517.869459	0	1042	1.28
1685678518.9485362	0	1042	1.28
1685678520.5078309	0	1042	1.28
1685678521.1332428	0	1042	1.28
1685678521.7663865	0	1042	1.28
1685678522.5105515	0	1042	1.28
1685678523.140894	0	1042	1.28
1685678523.7715855	0	1042	1.28
1685678524.4004078	0	1042	1.28
