Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684481775.1714647	0	3	0.0
1684481775.8307393	2	750	0.92
1684481776.471041	3	998	1.23
1684481777.102211	3	1358	1.67
1684481777.7420151	36	1998	2.46
1684481778.3787684	31	1998	2.46
1684481779.0162544	41	1998	2.46
1684481779.6715457	46	1998	2.46
1684481780.3065927	43	1998	2.46
1684481780.9372385	32	1998	2.46
1684481781.5657437	49	1998	2.46
1684481782.1984487	41	1998	2.46
1684481782.8298945	32	1998	2.46
1684481783.465494	38	1998	2.46
1684481784.0996244	35	1998	2.46
1684481784.7499154	35	1998	2.46
1684481785.405052	41	1998	2.46
1684481786.0401917	49	1998	2.46
1684481786.6880708	48	1998	2.46
1684481787.3397903	48	1998	2.46
1684481787.9678087	35	1998	2.46
1684481788.5980477	48	1998	2.46
1684481789.2289793	49	1998	2.46
1684481789.866237	41	1998	2.46
1684481790.5049663	42	1998	2.46
1684481791.137511	38	1998	2.46
1684481791.7670946	50	1998	2.46
1684481792.4006946	33	1998	2.46
1684481793.0334413	48	1998	2.46
1684481793.6662965	40	1998	2.46
1684481794.2994673	25	1998	2.46
1684481794.934996	35	1998	2.46
1684481795.5687072	48	1998	2.46
1684481796.2020445	27	1998	2.46
1684481796.8340805	49	1998	2.46
1684481797.4653983	33	1998	2.46
1684481798.0951338	48	1998	2.46
1684481798.7288115	48	1998	2.46
1684481799.3596685	48	1998	2.46
1684481799.99123	47	1998	2.46
1684481800.628086	31	1998	2.46
1684481801.258823	42	1998	2.46
1684481801.8958862	49	1998	2.46
1684481802.5280838	49	1998	2.46
1684481803.1581445	32	1998	2.46
1684481803.7934706	49	1998	2.46
1684481804.4303448	33	1998	2.46
1684481805.0642352	35	1998	2.46
1684481805.6956332	38	1998	2.46
1684481806.3235242	47	1998	2.46
1684481806.9556522	34	1998	2.46
1684481807.5932164	49	1998	2.46
1684481808.2319505	30	1998	2.46
1684481808.8696673	32	1998	2.46
1684481809.5104337	33	1998	2.46
1684481810.142434	49	1998	2.46
1684481810.7776144	35	1998	2.46
1684481811.4200883	42	1998	2.46
1684481812.0542536	41	1998	2.46
1684481812.7150512	33	2736	3.37
1684481813.3620355	90	2866	3.53
1684481813.9910817	35	2866	3.53
1684481814.624799	49	2866	3.53
1684481815.2588034	34	2866	3.53
1684481815.891541	49	2866	3.53
