Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684483431.7923117	0	3	0.0
1684483432.4612908	4	686	0.84
1684483433.1199255	2	892	1.1
1684483433.7710729	2	1076	1.32
1684483434.4383318	2	1286	1.58
1684483435.0987585	27	1386	1.71
1684483435.7645648	53	4004	4.93
1684483436.4534187	81	7004	8.62
1684483437.1236582	94	7136	8.78
1684483437.783042	100	7328	9.02
1684483438.4389222	93	7328	9.02
1684483439.0938737	100	7424	9.14
1684483439.7526128	93	7564	9.31
1684483440.3950334	96	7564	9.31
1684483441.04761	100	7656	9.42
1684483441.6795092	96	7700	9.48
1684483442.3293467	100	7792	9.59
1684483442.9801764	92	7976	9.82
1684483443.6231842	100	7976	9.82
1684483444.258143	90	8116	9.99
1684483444.9151683	96	8116	9.99
1684483445.572837	100	8208	10.1
1684483446.2056637	95	8252	10.16
1684483446.862818	100	8344	10.27
1684483447.4946241	83	8388	10.32
1684483448.1492178	100	8528	10.5
1684483448.7832599	94	8668	10.67
1684483449.4306881	96	8668	10.67
1684483450.0644119	93	8760	10.78
1684483450.701857	95	8804	10.84
1684483451.3572788	100	8896	10.95
1684483452.0030253	96	9080	11.18
1684483452.6509063	100	9080	11.18
1684483453.2913475	96	9220	11.35
1684483453.9447067	96	9220	11.35
1684483454.5775154	100	9312	11.46
1684483455.2107584	96	9356	11.51
1684483455.8397357	100	9448	11.63
1684483456.4801702	95	9632	11.85
1684483457.1283505	100	9632	11.85
1684483457.7676516	95	9772	12.03
1684483458.4045694	96	9772	12.03
1684483459.0378604	100	9864	12.14
1684483459.6845965	96	9908	12.19
1684483460.3281395	100	10000	12.31
1684483460.9863875	96	10184	12.53
1684483461.6205132	96	10184	12.53
1684483462.2708852	98	10324	12.71
1684483462.9033513	96	10324	12.71
1684483463.535541	100	10416	12.82
1684483464.1921692	91	10460	12.87
1684483464.848683	100	10552	12.99
1684483465.486699	93	10736	13.21
1684483466.1187315	100	10736	13.21
1684483466.7558522	93	10876	13.39
1684483467.3947453	96	10876	13.39
1684483468.0298438	98	10968	13.5
1684483468.6891875	95	11012	13.55
1684483469.34876	100	11104	13.67
1684483470.0056715	91	11288	13.89
1684483470.6646433	100	11288	13.89
1684483471.3196938	100	11428	14.07
1684483471.9752007	96	11428	14.07
1684483472.6217523	100	11520	14.18
1684483473.2703686	95	11656	14.35
1684483473.9157126	96	11700	14.4
1684483474.5718682	96	11840	14.57
1684483475.2221432	94	11840	14.57
1684483475.8690627	100	11980	14.74
1684483476.5222871	93	11980	14.74
1684483477.1796954	100	12072	14.86
1684483477.840841	95	12208	15.03
1684483478.4963515	100	12252	15.08
1684483479.1345315	100	12392	15.25
1684483479.7873142	96	12392	15.25
1684483480.4249563	100	12532	15.42
1684483481.06385	95	12624	15.54
1684483481.7233255	100	12668	15.59
1684483482.3562064	100	12760	15.7
1684483483.0341535	96	12804	15.76
1684483483.6720989	100	12944	15.93
1684483484.3084962	95	12944	15.93
1684483484.9662673	100	13084	16.1
1684483485.623345	90	13176	16.22
1684483486.2744234	95	13220	16.27
1684483486.9372156	99	13312	16.38
1684483487.5729334	96	13356	16.44
1684483488.231957	100	13496	16.61
1684483488.878575	95	13636	16.78
1684483489.5285027	96	13636	16.78
1684483490.176293	97	13728	16.9
1684483490.8092513	94	13772	16.95
1684483491.4553995	100	13864	17.06
1684483492.1075184	95	14048	17.29
1684483492.7472937	97	14048	17.29
1684483493.382589	96	14188	17.46
1684483494.0265498	95	14188	17.46
1684483494.656464	100	14280	17.58
1684483495.3149714	95	14324	17.63
1684483495.975332	100	14416	17.74
1684483496.6158266	94	14600	17.97
1684483497.2670932	100	14600	17.97
1684483497.9018407	99	14740	18.14
1684483498.5333238	96	14740	18.14
1684483499.1667252	100	14832	18.25
1684483499.8001218	95	14876	18.31
1684483500.45587	100	14968	18.42
1684483501.1056316	96	15152	18.65
1684483501.7706294	91	15152	18.65
1684483502.4149086	95	15292	18.82
1684483503.046223	94	15292	18.82
1684483503.6792822	100	15384	18.93
1684483504.3121476	96	15428	18.99
1684483504.9579008	100	15520	19.1
1684483505.5889	92	15704	19.33
1684483506.2349207	100	15704	19.33
1684483506.872726	91	15844	19.5
1684483507.5239682	94	15844	19.5
1684483508.1605473	100	15936	19.61
1684483508.7943294	93	15980	19.67
1684483509.4462926	100	16072	19.78
1684483510.0800285	94	16256	20.01
1684483510.7185667	100	16256	20.01
1684483511.3520684	95	16396	20.18
1684483511.982851	96	16396	20.18
1684483512.6192558	100	16488	20.29
1684483513.2488315	88	16532	20.35
1684483513.8955667	100	16624	20.46
1684483514.5364203	95	16808	20.69
1684483515.1854005	100	16808	20.69
1684483515.8393884	100	16948	20.86
1684483516.4842584	92	16948	20.86
1684483517.1317503	100	17040	20.97
1684483517.7872796	96	17084	21.03
1684483518.4388165	100	17176	21.14
1684483519.0813098	92	17360	21.37
1684483519.7410593	97	17360	21.37
1684483520.3942432	96	17500	21.54
1684483521.039031	94	17500	21.54
1684483521.6715753	100	17592	21.65
1684483522.3285744	95	17636	21.71
1684483522.986665	100	17728	21.82
1684483523.642197	94	17912	22.05
1684483524.2948081	95	17912	22.05
1684483524.9531372	99	18052	22.22
1684483525.61163	96	18052	22.22
1684483526.2689958	100	18144	22.33
1684483526.921219	95	18280	22.5
1684483527.5941224	96	18324	22.55
1684483528.2393584	98	18464	22.72
1684483528.9388707	95	18464	22.72
1684483529.598855	100	18604	22.9
1684483530.2556944	94	18696	23.01
1684483530.910521	97	18740	23.06
1684483531.5871503	100	18832	23.18
1684483532.2465117	96	18876	23.23
1684483532.943199	100	19016	23.4
1684483533.6210434	94	19156	23.58
1684483534.299183	94	19156	23.58
1684483534.9471333	100	19248	23.69
1684483535.58594	93	19292	23.74
1684483536.2713184	100	19384	23.86
1684483536.9234912	88	19428	23.91
