Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1685678429.670705	0	3	0.0
1685678430.3141787	8	602	0.74
1685678430.948468	3	832	1.02
1685678431.9441218	2	1050	1.29
1685678433.4684405	0	1050	1.29
1685678434.6713374	0	1050	1.29
1685678435.6569328	0	1050	1.29
1685678437.064174	0	1050	1.29
1685678438.006924	0	1050	1.29
1685678438.6373603	0	1050	1.29
1685678439.2652817	0	1050	1.29
1685678439.896272	0	1050	1.29
1685678440.5285883	0	1050	1.29
1685678441.1624618	0	1050	1.29
1685678441.8012116	0	1050	1.29
1685678442.4435632	0	1050	1.29
