Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684483949.2256691	0	3	0.0
1684483949.871353	5	702	0.86
1684483950.5251536	4	980	1.21
1684483951.1717954	3	1288	1.59
1684483951.8232102	32	1386	1.71
1684483952.4617517	77	4992	6.14
1684483953.095819	100	7004	8.62
1684483953.7280927	97	7136	8.78
1684483954.3660772	100	7328	9.02
1684483955.002023	96	7424	9.14
1684483955.636007	100	7424	9.14
1684483956.2834377	100	7564	9.31
1684483956.92217	97	7564	9.31
1684483957.564222	100	7656	9.42
1684483958.2090027	94	7700	9.48
1684483958.8619564	100	7792	9.59
1684483959.5190938	87	7976	9.82
1684483960.174099	95	7976	9.82
1684483960.8325982	91	8116	9.99
1684483961.4812884	95	8116	9.99
1684483962.1379914	100	8208	10.1
1684483962.7843251	95	8252	10.16
1684483963.4175205	100	8344	10.27
1684483964.0643444	96	8528	10.5
1684483964.702222	100	8528	10.5
1684483965.3385186	95	8668	10.67
1684483965.9711766	94	8668	10.67
1684483966.6033525	100	8760	10.78
1684483967.239667	95	8804	10.84
1684483967.8776922	100	8896	10.95
1684483968.5158176	96	9080	11.18
1684483969.152252	100	9080	11.18
1684483969.791112	100	9220	11.35
1684483970.4262576	97	9220	11.35
1684483971.0579617	100	9312	11.46
1684483971.6907036	96	9356	11.51
1684483972.3607068	100	9448	11.63
1684483973.001348	96	9632	11.85
1684483973.63756	96	9632	11.85
1684483974.2737055	97	9772	12.03
1684483974.9107394	94	9772	12.03
1684483975.5538409	100	9864	12.14
1684483976.1987216	96	9908	12.19
1684483976.836419	100	10000	12.31
1684483977.4719687	96	10184	12.53
1684483978.1056535	97	10184	12.53
1684483978.7411768	97	10324	12.71
1684483979.3802283	94	10324	12.71
1684483980.0218015	100	10416	12.82
1684483980.657364	96	10460	12.87
1684483981.288289	100	10552	12.99
1684483981.9217048	95	10736	13.21
1684483982.5537426	97	10736	13.21
1684483983.1864607	97	10876	13.39
1684483983.8427513	95	10876	13.39
1684483984.4783943	100	10968	13.5
1684483985.1254902	96	11012	13.55
1684483985.7838874	100	11104	13.67
1684483986.4199498	95	11288	13.89
1684483987.0755453	100	11288	13.89
1684483987.7121027	90	11428	14.07
1684483988.3451648	94	11428	14.07
1684483988.995373	100	11520	14.18
1684483989.6476393	96	11564	14.23
1684483990.304332	100	11656	14.35
1684483990.9404037	95	11840	14.57
1684483991.5699272	96	11840	14.57
1684483992.22275	96	11980	14.74
1684483992.858248	93	11980	14.74
1684483993.4913914	100	12072	14.86
1684483994.1243799	96	12116	14.91
1684483994.7820692	100	12208	15.03
1684483995.4274073	96	12392	15.25
1684483996.0723164	97	12392	15.25
1684483996.730523	96	12532	15.42
1684483997.369461	94	12532	15.42
1684483998.0043693	100	12624	15.54
1684483998.6356015	95	12668	15.59
1684483999.291311	100	12760	15.7
1684483999.930833	95	12944	15.93
1684484000.5889738	100	12944	15.93
1684484001.228057	100	13084	16.1
1684484001.8810875	96	13084	16.1
1684484002.5117676	100	13176	16.22
1684484003.1665883	96	13220	16.27
1684484003.7990944	100	13312	16.38
1684484004.454112	95	13496	16.61
1684484005.0894425	96	13496	16.61
1684484005.7462447	96	13636	16.78
1684484006.3868713	94	13636	16.78
1684484007.0438173	100	13728	16.9
1684484007.6950598	96	13864	17.06
1684484008.3364995	96	13908	17.12
1684484008.9770312	97	14048	17.29
1684484009.618217	95	14048	17.29
1684484010.2573373	100	14188	17.46
1684484010.8921425	97	14188	17.46
1684484011.561758	100	14280	17.58
1684484012.205739	95	14416	17.74
1684484012.8564134	100	14460	17.8
1684484013.505191	92	14600	17.97
1684484014.1469963	96	14600	17.97
1684484014.7954419	100	14740	18.14
1684484015.4383056	96	14740	18.14
1684484016.119802	100	14832	18.25
1684484016.7709138	90	14968	18.42
1684484017.4251654	96	15012	18.48
1684484018.0852942	97	15152	18.65
1684484018.749475	94	15152	18.65
1684484019.4148564	100	15292	18.82
1684484020.0539215	95	15384	18.93
1684484020.7136593	97	15428	18.99
1684484021.3532727	97	15520	19.1
1684484022.0071313	96	15564	19.16
1684484022.6631694	100	15704	19.33
1684484023.3015118	95	15844	19.5
1684484023.9543622	100	15844	19.5
1684484024.5971026	96	15936	19.61
1684484025.2369614	96	15980	19.67
1684484025.8927429	100	16072	19.78
1684484026.5336857	95	16256	20.01
1684484027.1933987	100	16256	20.01
1684484027.828536	95	16396	20.18
1684484028.4830914	96	16396	20.18
1684484029.197057	100	16488	20.29
1684484029.8552237	95	16624	20.46
1684484030.5259185	96	16668	20.51
1684484031.2034206	98	16808	20.69
1684484031.8599055	96	16808	20.69
1684484032.556722	100	16948	20.86
1684484033.199656	94	17040	20.97
1684484033.89661	96	17084	21.03
1684484034.5933228	100	17176	21.14
1684484035.291505	96	17360	21.37
1684484035.960843	96	17360	21.37
1684484036.6236713	95	17500	21.54
1684484037.2939448	91	17500	21.54
1684484037.941563	100	17592	21.65
1684484038.600097	94	17728	21.82
1684484039.266147	97	17772	21.87
1684484039.922293	97	17912	22.05
1684484040.5688295	91	17912	22.05
1684484041.2258923	100	18052	22.22
1684484041.882	95	18144	22.33
1684484042.5328162	100	18188	22.38
1684484043.1804168	100	18280	22.5
1684484043.8333633	96	18324	22.55
1684484044.4856868	100	18464	22.72
1684484045.1210327	95	18604	22.9
