Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1685678529.5632782	0	3	0.0
1685678530.1948397	4	622	0.77
1685678530.849138	4	884	1.09
1685678531.4811175	4	1050	1.29
1685678533.0611022	0	1050	1.29
1685678534.4525118	0	1050	1.29
1685678536.2706845	0	1050	1.29
1685678537.6495984	0	1050	1.29
1685678538.7711866	0	1050	1.29
1685678539.4009552	0	1050	1.29
1685678540.031769	0	1050	1.29
1685678540.659907	0	1050	1.29
1685678541.29029	0	1050	1.29
1685678541.9180787	0	1050	1.29
1685678542.5483832	0	1050	1.29
1685678543.2843692	0	1050	1.29
