Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684490778.6869981	0	3	0.0
1684490779.3507524	1	554	0.68
1684490779.9913216	1	716	0.88
1684490780.6336389	1	818	1.01
1684490781.342081	3	974	1.2
1684490782.0367157	1	1172	1.44
1684490782.6866455	1	1284	1.58
1684490783.4269679	1	1386	1.71
1684490784.09896	22	1386	1.71
1684490784.7518914	22	1940	2.39
1684490785.4058785	55	1984	2.44
1684490786.0661895	44	1984	2.44
1684490786.7486029	49	1984	2.44
1684490787.4243507	55	1984	2.44
1684490788.0843146	56	1984	2.44
1684490788.731053	55	1984	2.44
1684490789.3887076	54	1984	2.44
1684490790.0380228	48	1984	2.44
1684490790.7162054	50	1984	2.44
1684490791.3679802	54	1984	2.44
1684490792.0462823	49	1984	2.44
1684490792.7104926	43	1984	2.44
1684490793.352929	53	1984	2.44
1684490793.988927	57	1984	2.44
1684490794.6445084	54	1984	2.44
1684490795.310386	55	1984	2.44
1684490795.9529908	55	1984	2.44
1684490796.610587	52	1984	2.44
1684490797.2530239	57	1984	2.44
1684490797.8876164	52	1984	2.44
1684490798.5227437	54	1984	2.44
1684490799.1731312	56	1984	2.44
1684490799.8205855	55	1984	2.44
1684490800.460564	50	1984	2.44
1684490801.109337	56	1984	2.44
1684490801.7471201	51	1984	2.44
1684490802.3866289	52	1984	2.44
1684490803.0312028	57	1984	2.44
1684490803.6828434	53	1984	2.44
1684490804.3324482	53	1984	2.44
1684490804.9762793	57	1984	2.44
1684490805.6145897	52	1984	2.44
1684490806.253043	58	1984	2.44
1684490806.8954654	53	1984	2.44
1684490807.5446916	55	1984	2.44
1684490808.1883025	59	1984	2.44
1684490808.8349113	52	1984	2.44
1684490809.4869688	52	1984	2.44
1684490810.1303124	56	1984	2.44
1684490810.7756279	54	1984	2.44
1684490811.4184983	54	1984	2.44
1684490812.060743	57	1984	2.44
1684490812.6987302	53	1984	2.44
1684490813.335337	58	1984	2.44
1684490813.9766357	53	1984	2.44
1684490814.6104486	13	1984	2.44
1684490815.253834	0	1984	2.44
1684490815.8991697	8	1984	2.44
1684490816.5331817	7	1984	2.44
