Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684490861.9376874	0	3	0.0
1684490862.5947194	5	596	0.73
1684490863.2453663	4	770	0.95
1684490863.8972979	3	954	1.17
1684490864.556022	2	1154	1.42
1684490865.2358077	1	1278	1.57
1684490865.911118	15	1386	1.71
1684490866.5538018	19	1940	2.39
1684490867.1874409	52	1940	2.39
1684490867.828164	56	1940	2.39
1684490868.4681723	60	1940	2.39
1684490869.1235557	51	1940	2.39
1684490869.7613952	50	1940	2.39
1684490870.3979728	53	1940	2.39
1684490871.0518646	51	1940	2.39
1684490871.6972551	52	1940	2.39
1684490872.341833	53	1940	2.39
1684490872.9827428	52	1940	2.39
1684490873.635108	52	1940	2.39
1684490874.28284	53	1940	2.39
1684490874.9259763	54	1940	2.39
1684490875.5711763	56	1940	2.39
1684490876.2130284	59	1940	2.39
1684490876.8471696	56	1940	2.39
1684490877.4816976	60	1940	2.39
1684490878.1474786	58	1940	2.39
1684490878.7848053	59	1940	2.39
1684490879.4287448	60	1940	2.39
1684490880.0875044	50	1940	2.39
1684490880.7299016	50	1940	2.39
1684490881.3823857	50	1940	2.39
1684490882.0269616	9	1940	2.39
1684490882.6794653	0	1940	2.39
1684490883.3508053	7	1940	2.39
1684490884.0205824	0	1940	2.39
