Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684490127.2205875	0	3	0.0
1684490127.8806646	1	664	0.82
1684490128.5137641	1	892	1.1
1684490129.1711543	4	1150	1.42
1684490129.8163428	2	1386	1.71
1684490130.4604588	23	2328	2.87
1684490131.0912282	42	6026	7.42
1684490131.7279842	100	7004	8.62
1684490132.37884	94	7136	8.78
1684490133.015187	100	7328	9.02
1684490133.6460984	95	7424	9.14
1684490134.2821918	96	7424	9.14
1684490134.9129982	99	7564	9.31
1684490135.542514	97	7564	9.31
1684490136.1741445	100	7656	9.42
1684490136.8257053	96	7700	9.48
1684490137.4611125	100	7792	9.59
1684490138.0906057	94	7976	9.82
1684490138.7215831	96	7976	9.82
1684490139.351704	98	8116	9.99
1684490139.9891696	94	8116	9.99
1684490140.6229675	100	8208	10.1
1684490141.256908	93	8252	10.16
1684490141.8924124	100	8344	10.27
1684490142.5256698	95	8528	10.5
1684490143.1556365	96	8528	10.5
1684490143.7879522	98	8668	10.67
1684490144.4199152	95	8668	10.67
1684490145.0527377	100	8760	10.78
1684490145.6874747	96	8804	10.84
1684490146.3283405	100	8896	10.95
1684490146.9885077	96	9080	11.18
1684490147.618192	96	9080	11.18
1684490148.2541234	98	9220	11.35
1684490148.9097288	95	9220	11.35
1684490149.5597508	100	9312	11.46
1684490150.2059376	97	9356	11.51
1684490150.863012	100	9448	11.63
1684490151.5099428	92	9632	11.85
1684490152.142507	99	9632	11.85
1684490152.7980568	66	9772	12.03
1684490153.456034	96	9772	12.03
1684490154.1106849	100	9864	12.14
1684490154.764638	93	9908	12.19
1684490155.402517	100	10000	12.31
1684490156.0402603	96	10184	12.53
1684490156.6900978	100	10184	12.53
1684490157.3357599	100	10324	12.71
1684490157.9781039	96	10324	12.71
1684490158.6193764	100	10416	12.82
1684490159.2579813	96	10460	12.87
1684490159.9182944	100	10552	12.99
1684490160.5544891	96	10736	13.21
1684490161.205207	96	10736	13.21
1684490161.839287	98	10876	13.39
1684490162.4784102	93	10876	13.39
1684490163.1188667	100	10968	13.5
1684490163.755856	96	11012	13.55
1684490164.413601	100	11104	13.67
1684490165.0716488	92	11288	13.89
1684490165.735542	97	11288	13.89
1684490166.4128108	97	11428	14.07
1684490167.1112697	96	11428	14.07
1684490167.8081264	100	11564	14.23
1684490168.495848	45	11656	14.35
1684490169.17512	61	11700	14.4
1684490169.836278	92	11840	14.57
1684490170.530251	96	11840	14.57
1684490171.2337039	100	11980	14.74
1684490171.9003844	86	12072	14.86
1684490172.5681489	60	12116	14.91
1684490173.2535226	95	12208	15.03
1684490173.962991	96	12252	15.08
1684490174.6284828	100	12392	15.25
1684490175.2907677	95	12532	15.42
1684490175.9394484	97	12532	15.42
1684490176.6230597	100	12624	15.54
1684490177.2856266	96	12668	15.59
1684490177.9288397	100	12760	15.7
1684490178.5837598	95	12944	15.93
1684490179.2409506	95	12944	15.93
1684490179.8963714	96	13084	16.1
1684490180.5506146	94	13084	16.1
1684490181.1983654	100	13176	16.22
1684490181.8514972	95	13312	16.38
1684490182.502818	97	13356	16.44
1684490183.1622906	66	13496	16.61
1684490183.815767	96	13496	16.61
1684490184.468394	100	13636	16.78
1684490185.1184058	96	13636	16.78
1684490185.7718594	100	13728	16.9
1684490186.4286547	95	13864	17.06
1684490187.0847204	100	13908	17.12
1684490187.7395012	93	14048	17.29
1684490188.383971	96	14048	17.29
1684490189.0388637	100	14188	17.46
1684490189.68208	96	14188	17.46
1684490190.3333373	100	14280	17.58
1684490190.9895709	94	14416	17.74
1684490191.6400807	97	14460	17.8
1684490192.2819586	97	14600	17.97
1684490192.935078	92	14600	17.97
1684490193.5916123	100	14740	18.14
1684490194.2489245	96	14832	18.25
1684490194.8870926	100	14876	18.31
1684490195.5442615	96	14968	18.42
1684490196.1873593	95	15012	18.48
1684490196.8298278	100	15152	18.65
1684490197.48224	95	15152	18.65
1684490198.137361	100	15292	18.82
1684490198.7876866	95	15384	18.93
1684490199.4338646	100	15428	18.99
1684490200.08829	100	15520	19.1
1684490200.7333102	97	15564	19.16
1684490201.3930795	100	15704	19.33
1684490202.0391996	95	15844	19.5
1684490202.688111	95	15844	19.5
1684490203.343103	100	15936	19.61
1684490203.9974139	96	15980	19.67
1684490204.6562214	100	16072	19.78
1684490205.3157597	89	16256	20.01
1684490205.9633389	96	16256	20.01
1684490206.6195567	96	16396	20.18
1684490207.2670743	94	16396	20.18
1684490207.916046	100	16488	20.29
1684490208.5694675	94	16532	20.35
1684490209.222225	100	16624	20.46
1684490209.8575413	94	16808	20.69
1684490210.5084705	100	16808	20.69
1684490211.1626902	95	16948	20.86
1684490211.815831	97	16948	20.86
1684490212.4634187	100	17040	20.97
1684490213.0989468	91	17084	21.03
1684490213.7595322	100	17176	21.14
1684490214.3994536	97	17220	21.19
1684490215.0531833	100	17360	21.37
1684490215.706336	91	17500	21.54
1684490216.3604965	96	17500	21.54
1684490217.001051	98	17592	21.65
1684490217.635329	94	17636	21.71
1684490218.298311	100	17728	21.82
1684490218.93195	95	17912	22.05
1684490219.5713472	98	17912	22.05
1684490220.2173975	91	18052	22.22
1684490220.856956	95	18052	22.22
1684490221.4954445	96	18144	22.33
1684490222.1282017	96	18188	22.38
1684490222.7771735	100	18280	22.5
1684490223.4616003	94	18464	22.72
1684490224.1108367	100	18464	22.72
1684490224.7530992	100	18604	22.9
1684490225.3904684	97	18604	22.9
1684490226.0286868	100	18696	23.01
1684490226.6637502	96	18740	23.06
1684490227.3009472	100	18832	23.18
1684490227.9417706	96	18876	23.23
1684490228.5972295	100	19016	23.4
1684490229.249502	95	19156	23.58
1684490229.8916178	95	19156	23.58
1684490230.5372987	99	19248	23.69
1684490231.1888452	72	19292	23.74
1684490231.8275785	100	19384	23.86
1684490232.4653666	94	19428	23.91
1684490233.1198409	100	19568	24.08
1684490233.772806	94	19708	24.26
1684490234.4231026	97	19708	24.26
1684490235.0788002	100	19800	24.37
1684490235.7193196	96	19844	24.42
1684490236.356086	100	19936	24.54
1684490236.9939256	95	19980	24.59
1684490237.653956	100	20120	24.76
1684490238.3084385	95	20260	24.94
1684490238.9528	94	20260	24.94
1684490239.5912268	100	20352	25.05
1684490240.2262836	97	20396	25.1
1684490240.8649118	100	20488	25.22
1684490241.497325	96	20672	25.44
1684490242.1563244	100	20672	25.44
1684490242.7882187	100	20812	25.61
1684490243.4191422	97	20812	25.61
1684490244.0505292	100	20904	25.73
1684490244.680273	96	20948	25.78
1684490245.3389013	100	21040	25.9
1684490245.991903	95	21224	26.12
1684490246.647173	96	21224	26.12
1684490247.3002305	93	21364	26.29
1684490247.936765	96	21364	26.29
1684490248.5760636	100	21456	26.41
1684490249.2088842	96	21500	26.46
1684490249.8559036	100	21592	26.57
1684490250.4860935	94	21776	26.8
1684490251.1336284	97	21776	26.8
1684490251.7712724	60	21916	26.97
1684490252.4036767	96	21916	26.97
1684490253.042491	99	22008	27.09
1684490253.6903782	96	22052	27.14
1684490254.3291092	100	22144	27.25
1684490254.9678636	95	22328	27.48
1684490255.5997655	97	22328	27.48
1684490256.2615988	97	22468	27.65
1684490256.9187384	95	22468	27.65
1684490257.563911	100	22560	27.77
1684490258.1993618	95	22604	27.82
1684490258.837672	100	22696	27.93
1684490259.4729898	96	22880	28.16
1684490260.107906	100	22880	28.16
1684490260.7397583	72	23020	28.33
1684490261.3822541	97	23020	28.33
1684490262.0276155	100	23112	28.45
1684490262.6679575	95	23156	28.5
1684490263.3169222	100	23248	28.61
1684490263.9733582	96	23432	28.84
1684490264.622884	100	23432	28.84
1684490265.2759151	100	23572	29.01
1684490265.9318883	97	23572	29.01
1684490266.5783365	100	23664	29.12
1684490267.2158942	96	23800	29.29
1684490267.8498144	100	23844	29.35
1684490268.5356567	55	23984	29.52
1684490269.217793	95	23984	29.52
1684490269.8527083	100	24124	29.69
1684490270.4884508	92	24124	29.69
1684490271.1691759	100	24216	29.8
1684490271.805378	91	24352	29.97
1684490272.4692802	100	24396	30.03
1684490273.1561215	100	24536	30.2
1684490273.8250105	97	24536	30.2
1684490274.4772933	100	24676	30.37
1684490275.1266792	96	24768	30.48
