Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684494065.1628256	0	15	0.02
1684494065.797547	3	668	0.82
1684494066.4264798	2	834	1.03
1684494067.081571	1	1000	1.23
1684494067.7312644	3	1266	1.56
1684494068.3691635	2	1442	1.77
1684494069.0015373	28	1998	2.46
1684494069.6305034	29	1998	2.46
1684494070.2916043	39	1998	2.46
1684494070.954831	46	1998	2.46
1684494071.6123402	33	1998	2.46
1684494072.247654	47	1998	2.46
1684494072.8827047	44	1998	2.46
1684494073.5156784	47	1998	2.46
1684494074.1483815	34	1998	2.46
1684494074.7799995	46	1998	2.46
1684494075.4177513	35	1998	2.46
1684494076.0576484	42	1998	2.46
1684494076.6963775	47	1998	2.46
1684494077.3336987	48	1998	2.46
1684494077.96815	42	1998	2.46
1684494078.612053	41	1998	2.46
1684494079.2500503	39	1998	2.46
1684494079.9044957	39	1998	2.46
1684494080.5399055	30	1998	2.46
1684494081.178013	46	1998	2.46
1684494081.8222685	42	1998	2.46
1684494082.4543273	37	1998	2.46
1684494083.0859835	34	1998	2.46
1684494083.7175758	46	1998	2.46
1684494084.3524637	34	1998	2.46
1684494084.9853988	34	1998	2.46
1684494085.6185634	41	1998	2.46
1684494086.273312	46	1998	2.46
1684494086.9045403	40	1998	2.46
1684494087.5375338	34	1998	2.46
1684494088.1669405	47	1998	2.46
1684494088.8188944	34	1998	2.46
1684494089.4511924	47	1998	2.46
1684494090.085089	34	1998	2.46
1684494090.7171128	47	1998	2.46
1684494091.3495426	28	1998	2.46
1684494091.9883347	48	1998	2.46
1684494092.626186	30	1998	2.46
1684494093.2794433	46	1998	2.46
1684494093.9109185	41	1998	2.46
1684494094.5661645	32	1998	2.46
1684494095.1968184	47	1998	2.46
1684494095.8279886	43	1998	2.46
1684494096.4586842	46	1998	2.46
1684494097.1080484	34	1998	2.46
1684494097.7452974	47	1998	2.46
1684494098.3849332	34	1998	2.46
1684494099.019362	34	1998	2.46
1684494099.65153	48	1998	2.46
1684494100.283484	47	1998	2.46
1684494100.911289	28	1998	2.46
1684494101.5424829	31	1998	2.46
1684494102.1729286	48	1998	2.46
1684494102.8085763	34	1998	2.46
1684494103.4413419	45	1998	2.46
1684494104.0806663	41	1998	2.46
1684494104.7250564	89	2866	3.53
1684494105.356654	50	2866	3.53
1684494105.9890683	36	2866	3.53
1684494106.6179266	39	2866	3.53
1684494107.2477968	40	2866	3.53
1684494107.879113	33	2866	3.53
1684494108.5196073	41	2866	3.53
1684494109.154579	48	2866	3.53
1684494109.7900822	29	2866	3.53
1684494110.4221497	48	2866	3.53
1684494111.0654864	34	2866	3.53
1684494111.7008133	41	2866	3.53
1684494112.335091	33	2866	3.53
1684494112.968386	49	2866	3.53
1684494113.6060343	37	2866	3.53
1684494114.2367995	47	2866	3.53
1684494114.8686128	48	2866	3.53
1684494115.5020561	42	2866	3.53
1684494116.1360772	28	2866	3.53
1684494116.7875345	49	2866	3.53
1684494117.4250178	40	2866	3.53
1684494118.0570748	48	2866	3.53
1684494118.6918185	48	2866	3.53
1684494119.3277133	42	2866	3.53
1684494119.960736	48	2866	3.53
1684494120.6134598	48	2866	3.53
1684494121.2433105	35	2866	3.53
1684494121.8744152	48	2866	3.53
1684494122.5049925	44	2866	3.53
1684494123.1400704	35	2866	3.53
1684494123.7731707	48	2866	3.53
1684494124.416825	34	2866	3.53
1684494125.0592527	36	2866	3.53
1684494125.6914861	41	2866	3.53
1684494126.343557	47	2866	3.53
1684494126.9961145	33	2866	3.53
1684494127.6312706	42	2866	3.53
1684494128.2851603	34	2866	3.53
1684494128.9217625	34	2866	3.53
1684494129.5545602	33	2866	3.53
1684494130.1896424	48	2866	3.53
1684494130.8279147	34	2866	3.53
1684494131.4612641	40	2866	3.53
1684494132.103609	35	2866	3.53
1684494132.7384331	34	2866	3.53
1684494133.373422	48	2866	3.53
1684494134.0053518	33	2866	3.53
1684494134.6389186	31	2866	3.53
1684494135.2783995	34	2866	3.53
1684494135.9163947	43	2866	3.53
1684494136.55028	34	2866	3.53
1684494137.1903532	43	2866	3.53
1684494137.8247957	47	2866	3.53
1684494138.460017	35	2866	3.53
1684494139.0957613	49	2866	3.53
1684494139.731023	48	2866	3.53
1684494140.3812616	91	2866	3.53
1684494141.0128577	56	2866	3.53
1684494141.6508048	46	2866	3.53
1684494142.2830544	35	2866	3.53
1684494142.932652	45	2866	3.53
1684494143.590274	45	2866	3.53
1684494144.2464316	45	2866	3.53
1684494144.916935	29	2866	3.53
1684494145.5779555	46	2866	3.53
1684494146.2263951	41	2866	3.53
1684494146.8653724	48	2866	3.53
