Timestamp	GPU_Usage_Percentage	GPU_Total_Mem_Usage	GPU_Total_Mem_Usage_Percentage
1684480072.803473	0	3	0.0
1684480073.463067	2	648	0.8
1684480074.1203833	4	884	1.09
1684480074.7589564	3	1182	1.45
1684480075.419514	2	1386	1.71
1684480076.065254	28	1634	2.01
1684480076.731617	48	1986	2.44
1684480077.371923	52	1986	2.44
1684480078.0183911	58	1986	2.44
1684480078.6688561	53	1986	2.44
1684480079.309646	59	1986	2.44
1684480079.9561727	54	1986	2.44
1684480080.597564	49	1986	2.44
1684480081.300012	52	1986	2.44
1684480081.9932601	53	1986	2.44
1684480082.638983	59	1986	2.44
1684480083.284382	51	1986	2.44
1684480083.976155	51	1986	2.44
1684480084.6158543	57	1986	2.44
1684480085.2605522	55	1986	2.44
1684480085.911972	52	1986	2.44
1684480086.5553167	58	1986	2.44
1684480087.2003639	58	1986	2.44
1684480087.8625188	51	1986	2.44
1684480088.5041578	57	1986	2.44
1684480089.1619868	55	1986	2.44
1684480089.8033273	54	1986	2.44
1684480090.4449282	53	1986	2.44
1684480091.086093	57	1986	2.44
1684480091.7360735	54	1986	2.44
1684480092.3989887	58	1986	2.44
1684480093.0380096	59	1986	2.44
1684480093.6804707	54	1986	2.44
1684480094.320276	53	1986	2.44
1684480094.963382	57	1986	2.44
1684480095.6300852	55	1986	2.44
1684480096.2753234	56	1986	2.44
1684480096.920852	53	1986	2.44
1684480097.5685878	57	1986	2.44
1684480098.2077365	53	1986	2.44
1684480098.8569474	54	1986	2.44
1684480099.5146842	46	1986	2.44
1684480100.1539116	47	1986	2.44
1684480100.7986314	52	1986	2.44
1684480101.4427476	58	1986	2.44
1684480102.0840082	54	1986	2.44
1684480102.738763	58	1986	2.44
1684480103.3832803	52	1986	2.44
1684480104.0435991	55	1986	2.44
1684480104.6878605	55	1986	2.44
1684480105.3284378	52	1986	2.44
1684480105.9731257	0	1986	2.44
1684480106.6146774	9	1986	2.44
1684480107.2524076	9	1986	2.44
1684480107.8967774	9	1986	2.44
